"PassengerId","Survived.0","Survived.1"
892,0.884526558891455,0.115473441108545
893,0.833333333333333,0.166666666666667
894,0.884526558891455,0.115473441108545
895,0.884526558891455,0.115473441108545
896,0.133333333333333,0.866666666666667
897,0.884526558891455,0.115473441108545
898,0.296296296296296,0.703703703703704
899,0.884526558891455,0.115473441108545
900,0.296296296296296,0.703703703703704
901,0.884526558891455,0.115473441108545
902,0.884526558891455,0.115473441108545
903,1,0
904,0.0529411764705882,0.947058823529412
905,0.884526558891455,0.115473441108545
906,0.0529411764705882,0.947058823529412
907,0.0529411764705882,0.947058823529412
908,0.884526558891455,0.115473441108545
909,0.884526558891455,0.115473441108545
910,0.666666666666667,0.333333333333333
911,0.296296296296296,0.703703703703704
912,0.863636363636364,0.136363636363636
913,0.884526558891455,0.115473441108545
914,0.0529411764705882,0.947058823529412
915,0.307692307692308,0.692307692307692
916,0.0529411764705882,0.947058823529412
917,0.884526558891455,0.115473441108545
918,0.0529411764705882,0.947058823529412
919,0.884526558891455,0.115473441108545
920,0.692307692307692,0.307692307692308
921,0.884526558891455,0.115473441108545
922,0.884526558891455,0.115473441108545
923,0.884526558891455,0.115473441108545
924,0.666666666666667,0.333333333333333
925,0.888888888888889,0.111111111111111
926,0.692307692307692,0.307692307692308
927,0.884526558891455,0.115473441108545
928,0.666666666666667,0.333333333333333
929,0.666666666666667,0.333333333333333
930,0.884526558891455,0.115473441108545
931,0.884526558891455,0.115473441108545
932,0.884526558891455,0.115473441108545
933,0.153846153846154,0.846153846153846
934,0.884526558891455,0.115473441108545
935,0.0529411764705882,0.947058823529412
936,0.0529411764705882,0.947058823529412
937,0.884526558891455,0.115473441108545
938,0.692307692307692,0.307692307692308
939,0.884526558891455,0.115473441108545
940,0.0529411764705882,0.947058823529412
941,0.133333333333333,0.866666666666667
942,0.307692307692308,0.692307692307692
943,0.884526558891455,0.115473441108545
944,0.0529411764705882,0.947058823529412
945,0.0529411764705882,0.947058823529412
946,0.884526558891455,0.115473441108545
947,0.884526558891455,0.115473441108545
948,0.884526558891455,0.115473441108545
949,0.884526558891455,0.115473441108545
950,0.884526558891455,0.115473441108545
951,0.0529411764705882,0.947058823529412
952,0.884526558891455,0.115473441108545
953,0.884526558891455,0.115473441108545
954,0.884526558891455,0.115473441108545
955,0.296296296296296,0.703703703703704
956,1,0
957,0.0529411764705882,0.947058823529412
958,0.296296296296296,0.703703703703704
959,0.692307692307692,0.307692307692308
960,0.692307692307692,0.307692307692308
961,0.0529411764705882,0.947058823529412
962,0.296296296296296,0.703703703703704
963,0.884526558891455,0.115473441108545
964,0.666666666666667,0.333333333333333
965,0.692307692307692,0.307692307692308
966,0.0529411764705882,0.947058823529412
967,1,0
968,0.884526558891455,0.115473441108545
969,0.0529411764705882,0.947058823529412
970,0.884526558891455,0.115473441108545
971,0.296296296296296,0.703703703703704
972,0,1
973,0.863636363636364,0.136363636363636
974,1,0
975,0.884526558891455,0.115473441108545
976,0.884526558891455,0.115473441108545
977,0.884526558891455,0.115473441108545
978,0.296296296296296,0.703703703703704
979,0.666666666666667,0.333333333333333
980,0.296296296296296,0.703703703703704
981,0,1
982,0.133333333333333,0.866666666666667
983,0.884526558891455,0.115473441108545
984,0.0529411764705882,0.947058823529412
985,0.884526558891455,0.115473441108545
986,1,0
987,0.884526558891455,0.115473441108545
988,0.0529411764705882,0.947058823529412
989,0.884526558891455,0.115473441108545
990,0.666666666666667,0.333333333333333
991,0.884526558891455,0.115473441108545
992,0.0529411764705882,0.947058823529412
993,0.884526558891455,0.115473441108545
994,0.884526558891455,0.115473441108545
995,0.884526558891455,0.115473441108545
996,0.296296296296296,0.703703703703704
997,0.884526558891455,0.115473441108545
998,0.884526558891455,0.115473441108545
999,0.884526558891455,0.115473441108545
1000,0.884526558891455,0.115473441108545
1001,0.884526558891455,0.115473441108545
1002,0.884526558891455,0.115473441108545
1003,0.296296296296296,0.703703703703704
1004,0.0529411764705882,0.947058823529412
1005,0.296296296296296,0.703703703703704
1006,0.0529411764705882,0.947058823529412
1007,0.884526558891455,0.115473441108545
1008,0.884526558891455,0.115473441108545
1009,0.133333333333333,0.866666666666667
1010,0.692307692307692,0.307692307692308
1011,0.0529411764705882,0.947058823529412
1012,0.0529411764705882,0.947058823529412
1013,0.884526558891455,0.115473441108545
1014,0.0529411764705882,0.947058823529412
1015,0.884526558891455,0.115473441108545
1016,0.884526558891455,0.115473441108545
1017,0.133333333333333,0.866666666666667
1018,0.884526558891455,0.115473441108545
1019,0.296296296296296,0.703703703703704
1020,0.884526558891455,0.115473441108545
1021,0.884526558891455,0.115473441108545
1022,0.884526558891455,0.115473441108545
1023,0.863636363636364,0.136363636363636
1024,0.888888888888889,0.111111111111111
1025,0.884526558891455,0.115473441108545
1026,0.884526558891455,0.115473441108545
1027,0.884526558891455,0.115473441108545
1028,0.884526558891455,0.115473441108545
1029,0.884526558891455,0.115473441108545
1030,0.666666666666667,0.333333333333333
1031,0.884526558891455,0.115473441108545
1032,0.888888888888889,0.111111111111111
1033,0.0529411764705882,0.947058823529412
1034,0.863636363636364,0.136363636363636
1035,0.884526558891455,0.115473441108545
1036,0.153846153846154,0.846153846153846
1037,0.884526558891455,0.115473441108545
1038,0.692307692307692,0.307692307692308
1039,0.884526558891455,0.115473441108545
1040,0.153846153846154,0.846153846153846
1041,0.884526558891455,0.115473441108545
1042,0.0529411764705882,0.947058823529412
1043,0.884526558891455,0.115473441108545
1044,0.884526558891455,0.115473441108545
1045,0.133333333333333,0.866666666666667
1046,0.884526558891455,0.115473441108545
1047,0.884526558891455,0.115473441108545
1048,0.0529411764705882,0.947058823529412
1049,0.666666666666667,0.333333333333333
1050,0.153846153846154,0.846153846153846
1051,0.133333333333333,0.866666666666667
1052,0.296296296296296,0.703703703703704
1053,0.884526558891455,0.115473441108545
1054,0.0529411764705882,0.947058823529412
1055,0.884526558891455,0.115473441108545
1056,0.884526558891455,0.115473441108545
1057,0.666666666666667,0.333333333333333
1058,0.692307692307692,0.307692307692308
1059,0.884526558891455,0.115473441108545
1060,0.0529411764705882,0.947058823529412
1061,0.666666666666667,0.333333333333333
1062,0.884526558891455,0.115473441108545
1063,0.884526558891455,0.115473441108545
1064,0.884526558891455,0.115473441108545
1065,0.884526558891455,0.115473441108545
1066,0.884526558891455,0.115473441108545
1067,0.0529411764705882,0.947058823529412
1068,0.0529411764705882,0.947058823529412
1069,0.863636363636364,0.136363636363636
1070,0.0529411764705882,0.947058823529412
1071,0.0529411764705882,0.947058823529412
1072,0.884526558891455,0.115473441108545
1073,0.692307692307692,0.307692307692308
1074,0.0529411764705882,0.947058823529412
1075,0.884526558891455,0.115473441108545
1076,0.0529411764705882,0.947058823529412
1077,0.884526558891455,0.115473441108545
1078,0.0529411764705882,0.947058823529412
1079,0.884526558891455,0.115473441108545
1080,0.888888888888889,0.111111111111111
1081,0.884526558891455,0.115473441108545
1082,0.884526558891455,0.115473441108545
1083,1,0
1084,0.884526558891455,0.115473441108545
1085,0.884526558891455,0.115473441108545
1086,0.884526558891455,0.115473441108545
1087,0.884526558891455,0.115473441108545
1088,0,1
1089,0.666666666666667,0.333333333333333
1090,0.884526558891455,0.115473441108545
1091,0.666666666666667,0.333333333333333
1092,0.296296296296296,0.703703703703704
1093,0,1
1094,1,0
1095,0.0529411764705882,0.947058823529412
1096,0.884526558891455,0.115473441108545
1097,1,0
1098,0.296296296296296,0.703703703703704
1099,0.884526558891455,0.115473441108545
1100,0.0529411764705882,0.947058823529412
1101,0.884526558891455,0.115473441108545
1102,0.884526558891455,0.115473441108545
1103,0.884526558891455,0.115473441108545
1104,0.884526558891455,0.115473441108545
1105,0.0529411764705882,0.947058823529412
1106,0.833333333333333,0.166666666666667
1107,0.692307692307692,0.307692307692308
1108,0.296296296296296,0.703703703703704
1109,0.863636363636364,0.136363636363636
1110,0.0529411764705882,0.947058823529412
1111,0.884526558891455,0.115473441108545
1112,0.0529411764705882,0.947058823529412
1113,0.884526558891455,0.115473441108545
1114,0.0529411764705882,0.947058823529412
1115,0.884526558891455,0.115473441108545
1116,0.0529411764705882,0.947058823529412
1117,0.296296296296296,0.703703703703704
1118,0.884526558891455,0.115473441108545
1119,0.296296296296296,0.703703703703704
1120,0.884526558891455,0.115473441108545
1121,0.884526558891455,0.115473441108545
1122,0.884526558891455,0.115473441108545
1123,0.0529411764705882,0.947058823529412
1124,0.884526558891455,0.115473441108545
1125,0.884526558891455,0.115473441108545
1126,0.692307692307692,0.307692307692308
1127,0.884526558891455,0.115473441108545
1128,0.863636363636364,0.136363636363636
1129,0.884526558891455,0.115473441108545
1130,0.0529411764705882,0.947058823529412
1131,0.0529411764705882,0.947058823529412
1132,0.0529411764705882,0.947058823529412
1133,0.0529411764705882,0.947058823529412
1134,0,1
1135,0.884526558891455,0.115473441108545
1136,0.884526558891455,0.115473441108545
1137,0.692307692307692,0.307692307692308
1138,0.0529411764705882,0.947058823529412
1139,0.884526558891455,0.115473441108545
1140,0.0529411764705882,0.947058823529412
1141,0.296296296296296,0.703703703703704
1142,0.0529411764705882,0.947058823529412
1143,0.884526558891455,0.115473441108545
1144,1,0
1145,0.884526558891455,0.115473441108545
1146,0.884526558891455,0.115473441108545
1147,0.884526558891455,0.115473441108545
1148,0.884526558891455,0.115473441108545
1149,0.884526558891455,0.115473441108545
1150,0.0529411764705882,0.947058823529412
1151,0.884526558891455,0.115473441108545
